Name,light.gg URL,PvX,Weap Type,Archetype,Perk 1,Perk 2,Perk 3,Perk 4
pleiades corrector,https://www.light.gg/db/items/1342668638,pve,Scout Rifle,Lightweight Frame,[],[],[],[]
pleiades corrector,https://www.light.gg/db/items/1342668638,pvp,Scout Rifle,Lightweight Frame,[],[],[],[]
seven-six-five,https://www.light.gg/db/items/1885753220,pve,Scout Rifle,Lightweight Frame,[],[],[],[]
seven-six-five,https://www.light.gg/db/items/1885753220,pvp,Scout Rifle,Lightweight Frame,[],[],[],[]
tango-45,https://www.light.gg/db/items/925326392,pve,Scout Rifle,Precision Frame,[],[],[],[]
tango-45,https://www.light.gg/db/items/925326392,pvp,Scout Rifle,Precision Frame,[],[],[],[]
tango-45 xk5094,https://www.light.gg/db/items/20025671,pve,Scout Rifle,Precision Frame,"['SLO-12 Post', 'SLO-21 Post', 'SLO-10 Post', 'SPO-57 Front']","['Tactical Mag', 'Flared Magwell', 'Appended Mag', 'Alloy Magazine']","['Triple Tap', 'High-Impact Reserves']","['Outlaw', 'Rampage', 'Dragonfly']"
tango-45 xk5094,https://www.light.gg/db/items/20025671,pvp,Scout Rifle,Precision Frame,"['SLO-12 Post', 'SLO-21 Post', 'SLO-10 Post', 'SPO-57 Front']","['Tactical Mag', 'Flared Magwell', 'Steady Rounds']","['Zen Moment', 'Moving Target']","['Outlaw', 'Explosive Payload', 'Opening Shot']"
the cut and run,https://www.light.gg/db/items/3501969491,pve,Scout Rifle,High-Impact Frame,[],[],[],[]
the cut and run,https://www.light.gg/db/items/3501969491,pvp,Scout Rifle,High-Impact Frame,[],[],[],[]
the end,https://www.light.gg/db/items/1825472717,pve,Scout Rifle,Precision Frame,[],[],[],[]
the end,https://www.light.gg/db/items/1825472717,pvp,Scout Rifle,Precision Frame,[],[],[],[]
tone patrol,https://www.light.gg/db/items/1885753223,pve,Scout Rifle,Precision Frame,[],[],[],[]
tone patrol,https://www.light.gg/db/items/1885753223,pvp,Scout Rifle,Precision Frame,[],[],[],[]
vacuna sr4,https://www.light.gg/db/items/1159252500,pve,Scout Rifle,Lightweight Frame,[],[],[],[]
vacuna sr4,https://www.light.gg/db/items/1159252500,pvp,Scout Rifle,Lightweight Frame,[],[],[],[]
vouchsafe,https://www.light.gg/db/items/3242168339,pve,Scout Rifle,Lightweight Frame,"['Corkscrew Rifling', 'Fluted Barrel', 'Polygonal Rifling', 'Chambered Compensator', 'Extended Barrel', 'Hammer-Forged Rifling', 'Smallbore']","['Tactical Mag', 'Steady Rounds', 'Accurized Rounds', 'Flared Magwell']","['Full Auto Trigger System', 'Ambitious Assassin']","['Outlaw', 'Explosive Payload', 'Dragonfly', 'Triple Tap', 'Rapid Hit']"
vouchsafe,https://www.light.gg/db/items/3242168339,pvp,Scout Rifle,Lightweight Frame,"['Corkscrew Rifling', 'Fluted Barrel', 'Polygonal Rifling']","['Tactical Mag', 'Steady Rounds']",['Full Auto Trigger System'],"['Outlaw', 'Explosive Payload']"
a sudden death,https://www.light.gg/db/items/1879212552,pve,Shotgun,Aggressive Frame,[],[],[],[]
a sudden death,https://www.light.gg/db/items/1879212552,pvp,Shotgun,Aggressive Frame,[],[],[],[]
badlander,https://www.light.gg/db/items/1327264046,pve,Shotgun,Rapid-Fire Frame,"['Rifled Barrel', 'Full Choke']","['Tactical Mag', 'Steady Rounds']","['Slideshot', 'Threat Detector']","['Rampage', 'Genesis', 'Auto-Loading Holster']"
badlander,https://www.light.gg/db/items/1327264046,pvp,Shotgun,Rapid-Fire Frame,"['Rifled Barrel', 'Full Choke']",['Accurized Rounds'],"['Slideshot', 'Threat Detector', 'Moving Target']","['Rampage', 'Snapshot Sights', 'Quickdraw']"
basilisk,https://www.light.gg/db/items/2928437919,pve,Shotgun,Rapid-Fire Frame,[],[],[],[]
basilisk,https://www.light.gg/db/items/2928437919,pvp,Shotgun,Rapid-Fire Frame,[],[],[],[]
deadpan delivery,https://www.light.gg/db/items/3582424018,pve,Shotgun,Aggressive Frame,[],[],[],[]
deadpan delivery,https://www.light.gg/db/items/3582424018,pvp,Shotgun,Aggressive Frame,[],[],[],[]
emperor's courtesy,https://www.light.gg/db/items/3861448240,pve,Shotgun,Lightweight Frame,"['Rifled Barrel', 'Smallbore', 'Barrel Shroud', 'Corkscrew Rifling']","['Assault Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag']","['Grave Robber', 'Quickdraw']","['Swashbuckler', 'Surrounded', 'Rampage']"
emperor's courtesy,https://www.light.gg/db/items/3861448240,pvp,Shotgun,Lightweight Frame,"['Rifled Barrel', 'Full Choke']",['Accurized Rounds'],"['Grave Robber', 'Quickdraw', 'Snapshot Sights']","['Swashbuckler', 'Surrounded', 'Rampage', 'Slideshot', 'Opening Shot']"
"first in, last out",https://www.light.gg/db/items/515224227,pve,Shotgun,Precision Frame,[],[],[],[]
"first in, last out",https://www.light.gg/db/items/515224227,pvp,Shotgun,Precision Frame,[],[],[],[]
good bone structure,https://www.light.gg/db/items/731147178,pve,Shotgun,Precision Frame,[],[],[],[]
good bone structure,https://www.light.gg/db/items/731147178,pvp,Shotgun,Precision Frame,[],[],[],[]
good bone structure,https://www.light.gg/db/items/64236626,pve,Shotgun,Precision Frame,[],"['Assault Mag', 'Tactical Mag', 'Steady Rounds']","['Outlaw', 'Full Auto Trigger System']","['Rampage', 'Triple Tap']"
good bone structure,https://www.light.gg/db/items/64236626,pvp,Shotgun,Precision Frame,[],['Accurized Rounds'],"['Outlaw', 'Threat Detector']",[]
gravity slingshot,https://www.light.gg/db/items/1277015089,pve,Shotgun,Aggressive Frame,[],[],[],[]
gravity slingshot,https://www.light.gg/db/items/1277015089,pvp,Shotgun,Aggressive Frame,[],[],[],[]
gunnora's axe,https://www.light.gg/db/items/2326716489,pve,Shotgun,Precision Frame,"['Fluted Barrel', 'Smallbore', 'Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Polygonal Rifling']","['Assault Mag', 'Appended Mag', 'Tactical Mag']","['Outlaw', 'Full Auto Trigger System', 'Quickdraw']","['Rampage', 'Demolitionist', 'Swashbuckler', 'Triple Tap']"
gunnora's axe,https://www.light.gg/db/items/2326716489,pvp,Shotgun,Precision Frame,"['Fluted Barrel', 'Smallbore', 'Extended Barrel', 'Full Bore', 'Hammer-Forged Rifling']","['Assault Mag', 'Accurized Rounds', 'Light Mag']","['Outlaw', 'Full Auto Trigger System', 'Quickdraw']","['Rampage', 'Demolitionist', 'Swashbuckler', 'Snapshot Sights', 'Moving Target', 'Slideshot', 'Opening Shot']"
gunnora's axe,https://www.light.gg/db/items/94729174,pve,Shotgun,Precision Frame,[],[],[],[]
gunnora's axe,https://www.light.gg/db/items/94729174,pvp,Shotgun,Precision Frame,[],[],[],[]
ikelos_sg_v1.0.1,https://www.light.gg/db/items/1887808042,pve,Shotgun,Rapid-Fire Frame,[],[],[],[]
ikelos_sg_v1.0.1,https://www.light.gg/db/items/1887808042,pvp,Shotgun,Rapid-Fire Frame,[],[],[],[]
last man standing,https://www.light.gg/db/items/755130877,pve,Shotgun,Aggressive Frame,"['Rifled Barrel', 'Smallbore', 'Corkscrew Rifling']","['Assault Mag', 'Appended Mag', 'Tactical Mag']","['Grave Robber', 'Field Prep']","['Rampage', 'Demolitionist', 'One-Two Punch']"
last man standing,https://www.light.gg/db/items/755130877,pvp,Shotgun,Aggressive Frame,"['Rifled Barrel', 'Full Choke']","['Accurized Rounds', 'Light Mag']",['Opening Shot'],"['Rampage', 'Demolitionist', 'Swashbuckler']"
mindbender's ambition,https://www.light.gg/db/items/4117693024,pve,Shotgun,Aggressive Frame,"['Smallbore', 'Barrel Shroud', 'Corkscrew Rifling']","['Assault Mag', 'Appended Mag', 'Tactical Mag']","['Slideshot', 'Threat Detector', 'Pulse Monitor']","['Rampage', 'Quickdraw', 'Auto-Loading Holster']"
mindbender's ambition,https://www.light.gg/db/items/4117693024,pvp,Shotgun,Aggressive Frame,"['Smallbore', 'Rifled Barrel', 'Full Choke']","['Assault Mag', 'Accurized Rounds']","['Slideshot', 'Snapshot Sights']","['Rampage', 'Quickdraw', 'Moving Target']"
motion to vacate,https://www.light.gg/db/items/1018777295,pve,Shotgun,Lightweight Frame,[],[],[],[]
motion to vacate,https://www.light.gg/db/items/1018777295,pvp,Shotgun,Lightweight Frame,[],[],[],[]
prophet of doom,https://www.light.gg/db/items/4020742303,pve,Shotgun,Precision Frame,"['Barrel Shroud', 'Smallbore', 'Corkscrew Rifling']","['Assault Mag', 'Appended Mag', 'Tactical Mag']","['Full Auto Trigger System', 'Feeding Frenzy']","['One-Two Punch', 'Rampage']"
prophet of doom,https://www.light.gg/db/items/4020742303,pvp,Shotgun,Precision Frame,"['Barrel Shroud', 'Rifled Barrel', 'Full Choke']","['Assault Mag', 'Appended Mag', 'Tactical Mag', 'Accurized Rounds']","['Full Auto Trigger System', 'Feeding Frenzy', 'Slideways', 'Genesis']","['One-Two Punch', 'Rampage', 'Opening Shot', 'Shield Disorient']"
python,https://www.light.gg/db/items/838556752,pve,Shotgun,Aggressive Frame,[],[],[],[]
python,https://www.light.gg/db/items/838556752,pvp,Shotgun,Aggressive Frame,[],[],[],[]
quitclaim shotgun iii,https://www.light.gg/db/items/2478247171,pve,Shotgun,Aggressive Frame,[],[],[],[]
quitclaim shotgun iii,https://www.light.gg/db/items/2478247171,pvp,Shotgun,Aggressive Frame,[],[],[],[]
retold tale,https://www.light.gg/db/items/346136302,pve,Shotgun,Precision Frame,['Full Choke'],['Accurized Rounds'],['Quickdraw'],['Full Auto Trigger System']
retold tale,https://www.light.gg/db/items/346136302,pvp,Shotgun,Precision Frame,[],[],[],[]
retrofuturist,https://www.light.gg/db/items/1325579289,pve,Shotgun,Lightweight Frame,[],[],[],[]
retrofuturist,https://www.light.gg/db/items/1325579289,pvp,Shotgun,Lightweight Frame,[],[],[],[]
seventh seraph cqc-12,https://www.light.gg/db/items/1821724780,pve,Shotgun,Lightweight Frame,"['Smallbore', 'Barrel Shroud', 'Corkscrew Rifling']","['Assault Mag', 'Tactical Mag', 'Appended Mag']","['Slideshot', 'Lead from Gold', 'Auto-Loading Holster']","['Vorpal Weapon', 'Trench Barrel']"
seventh seraph cqc-12,https://www.light.gg/db/items/1821724780,pvp,Shotgun,Lightweight Frame,"['Smallbore', 'Rifled Barrel', 'Full Choke']","['Assault Mag', 'Tactical Mag', 'Accurized Rounds']","['Slideshot', 'Quickdraw']","['Vorpal Weapon', 'Snapshot Sights']"
somerled-d,https://www.light.gg/db/items/2703340117,pve,Shotgun,Aggressive Frame,[],[],[],[]
somerled-d,https://www.light.gg/db/items/2703340117,pvp,Shotgun,Aggressive Frame,[],[],[],[]
the deicide,https://www.light.gg/db/items/3929685100,pve,Shotgun,Rapid-Fire Frame,[],[],[],[]
the deicide,https://www.light.gg/db/items/3929685100,pvp,Shotgun,Rapid-Fire Frame,[],[],[],[]
unification vii,https://www.light.gg/db/items/1988218406,pve,Shotgun,Precision Frame,[],[],[],[]
unification vii,https://www.light.gg/db/items/1988218406,pvp,Shotgun,Precision Frame,[],[],[],[]
wishbringer,https://www.light.gg/db/items/3190698551,pve,Shotgun,Rapid-Fire Frame,[],[],[],[]
wishbringer,https://www.light.gg/db/items/3190698551,pvp,Shotgun,Rapid-Fire Frame,[],[],[],[]
wishbringer,https://www.light.gg/db/items/3356526253,pve,Shotgun,Rapid-Fire Frame,"['Rifled Barrel', 'Barrel Shroud', 'Corkscrew Rifling']","['Appended Mag', 'Tactical Mag', 'Extended Mag']","['Slideshot', 'Threat Detector']","['Rampage', 'Auto-Loading Holster']"
wishbringer,https://www.light.gg/db/items/3356526253,pvp,Shotgun,Rapid-Fire Frame,"['Rifled Barrel', 'Full Choke']",['Accurized Rounds'],['Slideshot'],"['Rampage', 'Snapshot Sights', 'Opening Shot']"
zenith of your kind,https://www.light.gg/db/items/2707464805,pve,Shotgun,Rapid-Fire Frame,[],[],[],[]
zenith of your kind,https://www.light.gg/db/items/2707464805,pvp,Shotgun,Rapid-Fire Frame,[],[],[],[]
18 kelvins,https://www.light.gg/db/items/1798874854,pve,Sidearm,Adaptive Frame,[],[],[],[]
18 kelvins,https://www.light.gg/db/items/1798874854,pvp,Sidearm,Adaptive Frame,[],[],[],[]
a swift verdict,https://www.light.gg/db/items/3854037061,pve,Sidearm,Precision Frame,[],[],[],[]
a swift verdict,https://www.light.gg/db/items/3854037061,pvp,Sidearm,Precision Frame,[],[],[],[]
anonymous autumn,https://www.light.gg/db/items/3222518097,pve,Sidearm,Lightweight Frame,"['Shortspec SAS', 'Target SAS', 'Control SAS']","['Extended Mag', 'Appended Mag']","['Full Auto Trigger System', 'Outlaw']","['Kill Clip', 'Rampage']"
anonymous autumn,https://www.light.gg/db/items/3222518097,pvp,Sidearm,Lightweight Frame,"['Shortspec SAS', 'Target SAS', 'QuickDot SAS']","['High-Caliber Rounds', 'Ricochet Rounds']","['Full Auto Trigger System', 'Moving Target', 'Quickdraw']","['Rangefinder', 'Grave Robber', 'Opening Shot']"
dead man walking,https://www.light.gg/db/items/1911843790,pve,Sidearm,SUROS Rapid-Fire,[],[],[],[]
dead man walking,https://www.light.gg/db/items/1911843790,pvp,Sidearm,SUROS Rapid-Fire,[],[],[],[]
dead man walking xx7463,https://www.light.gg/db/items/3751622019,pve,Sidearm,SUROS Rapid-Fire,"['Control SAS', 'Shortspec SAS']","['Appended Mag', 'Tactical Mag', 'Extended Mag']","['Quickdraw', 'Outlaw']","['Kill Clip', 'Rampage', 'Grave Robber']"
dead man walking xx7463,https://www.light.gg/db/items/3751622019,pvp,Sidearm,SUROS Rapid-Fire,"['Control SAS', 'Shortspec SAS', 'Tactic SAS', 'Target SAS', 'FarPoint SAS']","['Appended Mag', 'Accurized Rounds', 'Steady Rounds']","['Quickdraw', 'Outlaw', 'Moving Target']","['Kill Clip', 'Rangefinder', 'Zen Moment', 'Opening Shot']"
death by scorn,https://www.light.gg/db/items/3334276333,pve,Sidearm,Aggressive Burst,[],[],[],[]
death by scorn,https://www.light.gg/db/items/3334276333,pvp,Sidearm,Aggressive Burst,[],[],[],[]
drang,https://www.light.gg/db/items/2362471600,pve,Sidearm,Adaptive Frame,[],[],[],[]
drang,https://www.light.gg/db/items/2362471600,pvp,Sidearm,Adaptive Frame,[],[],[],[]
drang (baroque),https://www.light.gg/db/items/79075821,pve,Sidearm,Together Forever,"['Extended Barrel', 'Hammer-Forged Rifling', 'Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Fluted Barrel', 'Polygonal Rifling', 'Smallbore']","['High-Caliber Rounds', 'Ricochet Rounds', 'Alloy Magazine', 'Appended Mag']","['Quickdraw', 'Disruption Break', 'Full Auto Trigger System']","['Rampage', 'Swashbuckler', 'Underdog']"
drang (baroque),https://www.light.gg/db/items/79075821,pvp,Sidearm,Together Forever,"['Extended Barrel', 'Hammer-Forged Rifling', 'Full Bore']","['High-Caliber Rounds', 'Ricochet Rounds', 'Light Mag']","['Quickdraw', 'Eye of the Storm', 'Moving Target']","['Rampage', 'Swashbuckler', 'Zen Moment']"
eleventh hour,https://www.light.gg/db/items/48361213,pve,Sidearm,Lightweight Frame,[],[],[],[]
eleventh hour,https://www.light.gg/db/items/48361213,pvp,Sidearm,Lightweight Frame,[],[],[],[]
etana si4,https://www.light.gg/db/items/1533499361,pve,Sidearm,Omolon Adaptive Frame,[],[],[],[]
etana si4,https://www.light.gg/db/items/1533499361,pvp,Sidearm,Omolon Adaptive Frame,[],[],[],[]
eulogy si4,https://www.light.gg/db/items/2812672357,pve,Sidearm,Omolon Adaptive Frame,[],[],[],[]
eulogy si4,https://www.light.gg/db/items/2812672357,pvp,Sidearm,Omolon Adaptive Frame,[],[],[],[]
interregnum xvi,https://www.light.gg/db/items/227548887,pve,Sidearm,SUROS Rapid-Fire,[],[],[],[]
interregnum xvi,https://www.light.gg/db/items/227548887,pvp,Sidearm,SUROS Rapid-Fire,[],[],[],[]
last hope,https://www.light.gg/db/items/3622137132,pve,Sidearm,Omolon Adaptive Frame,"['QuickDot SAS', 'Control SAS', 'Shortspec SAS']","['High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Appended Mag', 'Armor-Piercing Rounds']","['Feeding Frenzy', 'Quickdraw', 'Grave Robber']","['Multikill Clip', 'Dragonfly', 'Rampage']"
last hope,https://www.light.gg/db/items/3622137132,pvp,Sidearm,Omolon Adaptive Frame,"['Tactic SAS', 'Target SAS', 'FarPoint SAS']","['High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell']","['Feeding Frenzy', 'Quickdraw', 'Rangefinder']","['Multikill Clip', 'Zen Moment', 'Tap the Trigger']"
last hope,https://www.light.gg/db/items/1911843791,pve,Sidearm,Omolon Adaptive Frame,[],[],[],[]
last hope,https://www.light.gg/db/items/1911843791,pvp,Sidearm,Omolon Adaptive Frame,[],[],[],[]
seventh seraph si-2,https://www.light.gg/db/items/3937866388,pve,Sidearm,Lightweight Frame,"['Fluted Barrel', 'Arrowhead Brake', 'Corkscrew Rifling']","['Tactical Mag', 'Appended Mag', 'Extended Mag']","['Full Auto Trigger System', 'Demolitionist']","['Vorpal Weapon', 'Dragonfly', 'Surrounded']"
seventh seraph si-2,https://www.light.gg/db/items/3937866388,pvp,Sidearm,Lightweight Frame,"['Fluted Barrel', 'Chambered Compensator', 'Extended Barrel', 'Polygonal Rifling']","['Tactical Mag', 'Accurized Rounds', 'Steady Rounds']","['Full Auto Trigger System', 'Demolitionist', 'Threat Detector']","['Vorpal Weapon', 'Elemental Capacitor', 'Snapshot Sights', 'Zen Moment']"
swift solstice,https://www.light.gg/db/items/1084788061,pve,Sidearm,SUROS Rapid-Fire,[],[],[],[]
swift solstice,https://www.light.gg/db/items/1084788061,pvp,Sidearm,SUROS Rapid-Fire,[],[],[],[]
the fool's remedy,https://www.light.gg/db/items/3424403076,pve,Sidearm,SUROS Rapid-Fire,[],[],[],[]
the fool's remedy,https://www.light.gg/db/items/3424403076,pvp,Sidearm,SUROS Rapid-Fire,[],[],[],[]
the last dance,https://www.light.gg/db/items/2009277538,pve,Sidearm,Omolon Adaptive Frame,"['Control SAS', 'Shortspec SAS', 'Target SAS']","['Extended Mag', 'Appended Mag']","['Full Auto Trigger System', 'Outlaw']","['Kill Clip', 'Dragonfly']"
the last dance,https://www.light.gg/db/items/2009277538,pvp,Sidearm,Omolon Adaptive Frame,"['Control SAS', 'Shortspec SAS', 'Target SAS']","['High-Caliber Rounds', 'Ricochet Rounds']","['Full Auto Trigger System', 'Moving Target']","['Rangefinder', 'Tap the Trigger', 'Opening Shot']"
the last dance,https://www.light.gg/db/items/3967155859,pve,Sidearm,Omolon Adaptive Frame,[],[],[],[]
the last dance,https://www.light.gg/db/items/3967155859,pvp,Sidearm,Omolon Adaptive Frame,[],[],[],[]
the rattler,https://www.light.gg/db/items/1911843788,pve,Sidearm,Lightweight Frame,[],[],[],[]
the rattler,https://www.light.gg/db/items/1911843788,pvp,Sidearm,Lightweight Frame,[],[],[],[]
the vision,https://www.light.gg/db/items/293505772,pve,Sidearm,Omolon Adaptive Frame,[],[],[],[]
the vision,https://www.light.gg/db/items/293505772,pvp,Sidearm,Omolon Adaptive Frame,[],[],[],[]
timecard,https://www.light.gg/db/items/1648316470,pve,Sidearm,SUROS Rapid-Fire,[],[],[],[]
timecard,https://www.light.gg/db/items/1648316470,pvp,Sidearm,SUROS Rapid-Fire,[],[],[],[]
translation theory,https://www.light.gg/db/items/1843044398,pve,Sidearm,Adaptive Frame,[],[],[],[]
translation theory,https://www.light.gg/db/items/1843044398,pvp,Sidearm,Adaptive Frame,[],[],[],[]
traveler's judgment 5,https://www.light.gg/db/items/2091737595,pve,Sidearm,Adaptive Frame,[],[],[],[]
traveler's judgment 5,https://www.light.gg/db/items/2091737595,pvp,Sidearm,Adaptive Frame,[],[],[],[]
traveler's judgment 5,https://www.light.gg/db/items/4149758318,pve,Sidearm,Adaptive Frame,"['QuickDot SAS', 'Control SAS', 'Tactic SAS', 'Shortspec SAS']","['High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Appended Mag', 'Armor-Piercing Rounds']","['Rapid Hit', 'Feeding Frenzy', 'Auto-Loading Holster']","['Surrounded', 'Disruption Break', 'Dragonfly']"
traveler's judgment 5,https://www.light.gg/db/items/4149758318,pvp,Sidearm,Adaptive Frame,"['QuickDot SAS', 'Control SAS', 'Tactic SAS', 'Target SAS', 'FarPoint SAS']","['High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell']","['Rapid Hit', 'Feeding Frenzy', 'Firmly Planted', 'Hip-Fire Grip']","['Tap the Trigger', 'Headseeker']"
urchin-3si,https://www.light.gg/db/items/1533499362,pve,Sidearm,Lightweight Frame,[],[],[],[]
urchin-3si,https://www.light.gg/db/items/1533499362,pvp,Sidearm,Lightweight Frame,[],[],[],[]
vestian dynasty,https://www.light.gg/db/items/3334276332,pve,Sidearm,Precision Frame,[],[],[],[]
vestian dynasty,https://www.light.gg/db/items/3334276332,pvp,Sidearm,Precision Frame,[],[],[],[]
a single clap,https://www.light.gg/db/items/3312073052,pve,Sniper Rifle,Adaptive Frame,[],[],[],[]
a single clap,https://www.light.gg/db/items/3312073052,pvp,Sniper Rifle,Adaptive Frame,[],[],[],[]
anniella,https://www.light.gg/db/items/905092001,pve,Sniper Rifle,Rapid-Fire Frame,[],[],[],[]
anniella,https://www.light.gg/db/items/905092001,pvp,Sniper Rifle,Rapid-Fire Frame,[],[],[],[]
apostate,https://www.light.gg/db/items/2164448701,pve,Sniper Rifle,Rapid-Fire Frame,"['Fluted Barrel', 'Hammer-Forged Rifling', 'Smallbore']","['Appended Mag', 'Tactical Mag', 'Extended Mag']",['Outlaw'],"['Box Breathing', 'Rapid Hit', 'Multikill Clip']"
apostate,https://www.light.gg/db/items/2164448701,pvp,Sniper Rifle,Rapid-Fire Frame,"['Fluted Barrel', 'Hammer-Forged Rifling', 'Smallbore']",['Accurized Rounds'],"['Outlaw', 'Moving Target', 'Firmly Planted']","['Box Breathing', 'Snapshot Sights', 'Quickdraw']"
archimedes truth,https://www.light.gg/db/items/1940885628,pve,Sniper Rifle,Rapid-Fire Frame,[],[],[],[]
archimedes truth,https://www.light.gg/db/items/1940885628,pvp,Sniper Rifle,Rapid-Fire Frame,[],[],[],[]
belfry bounty,https://www.light.gg/db/items/2295941920,pve,Sniper Rifle,Adaptive Frame,[],[],[],[]
belfry bounty,https://www.light.gg/db/items/2295941920,pvp,Sniper Rifle,Adaptive Frame,[],[],[],[]
beloved,https://www.light.gg/db/items/4190932264,pve,Sniper Rifle,Adaptive Frame,"['Fluted Barrel', 'Corkscrew Rifling', 'Polygonal Rifling']","['Accurized Rounds', 'Tactical Mag', 'Flared Magwell', 'Appended Mag', 'Extended Mag']","['No Distractions', 'Demolitionist', 'Snapshot Sights', 'Mulligan']","['Quickdraw', 'Moving Target', 'Box Breathing', ""Fourth Time's the Charm"", 'Rampage']"
beloved,https://www.light.gg/db/items/4190932264,pvp,Sniper Rifle,Adaptive Frame,"['Fluted Barrel', 'Hammer-Forged Rifling', 'Smallbore']","['Accurized Rounds', 'Tactical Mag', 'Flared Magwell']","['No Distractions', 'Demolitionist', 'Snapshot Sights']","['Quickdraw', 'Moving Target']"
copperhead-4sn,https://www.light.gg/db/items/3666954561,pve,Sniper Rifle,Rapid-Fire Frame,[],[],[],[]
copperhead-4sn,https://www.light.gg/db/items/3666954561,pvp,Sniper Rifle,Rapid-Fire Frame,[],[],[],[]
distant tumulus,https://www.light.gg/db/items/2738174948,pve,Sniper Rifle,Rapid-Fire Frame,[],[],[],[]
distant tumulus,https://www.light.gg/db/items/2738174948,pvp,Sniper Rifle,Rapid-Fire Frame,[],[],[],[]
distant tumulus,https://www.light.gg/db/items/2807687156,pve,Sniper Rifle,Rapid-Fire Frame,"['Fluted Barrel', 'Arrowhead Brake', 'Corkscrew Rifling']","['Tactical Mag', 'Appended Mag', 'Extended Mag']","['Dragonfly', 'Clown Cartridge', 'Lead from Gold']","['Outlaw', 'Firing Line']"
distant tumulus,https://www.light.gg/db/items/2807687156,pvp,Sniper Rifle,Rapid-Fire Frame,"['Fluted Barrel', 'Hammer-Forged Rifling', 'Smallbore']","['Tactical Mag', 'Accurized Rounds', 'Flared Magwell']","['Dragonfly', 'Pulse Monitor']","['Quickdraw', 'Snapshot Sights']"
elegy-49,https://www.light.gg/db/items/1873270090,pve,Sniper Rifle,Adaptive Frame,[],[],[],[]
elegy-49,https://www.light.gg/db/items/1873270090,pvp,Sniper Rifle,Adaptive Frame,[],[],[],[]
elegy-49,https://www.light.gg/db/items/3666954563,pve,Sniper Rifle,Adaptive Frame,[],[],[],[]
elegy-49,https://www.light.gg/db/items/3666954563,pvp,Sniper Rifle,Adaptive Frame,[],[],[],[]
eye of foresight,https://www.light.gg/db/items/3272713429,pve,Sniper Rifle,Adaptive Frame,[],[],[],[]
eye of foresight,https://www.light.gg/db/items/3272713429,pvp,Sniper Rifle,Adaptive Frame,[],[],[],[]
fate cries foul,https://www.light.gg/db/items/1684914716,pve,Sniper Rifle,Adaptive Frame,[],[],[],[]
fate cries foul,https://www.light.gg/db/items/1684914716,pvp,Sniper Rifle,Adaptive Frame,[],[],[],[]
gentleman vagabond,https://www.light.gg/db/items/2660862359,pve,Sniper Rifle,Aggressive Frame,[],[],[],[]
gentleman vagabond,https://www.light.gg/db/items/2660862359,pvp,Sniper Rifle,Aggressive Frame,[],[],[],[]
ikelos_sr_v1.0.1,https://www.light.gg/db/items/847450546,pve,Sniper Rifle,Rapid-Fire Frame,[],[],[],[]
ikelos_sr_v1.0.1,https://www.light.gg/db/items/847450546,pvp,Sniper Rifle,Rapid-Fire Frame,[],[],[],[]
maestro-46,https://www.light.gg/db/items/2295941921,pve,Sniper Rifle,Aggressive Frame,[],[],[],[]
maestro-46,https://www.light.gg/db/items/2295941921,pvp,Sniper Rifle,Aggressive Frame,[],[],[],[]
maxim xi,https://www.light.gg/db/items/3239754990,pve,Sniper Rifle,Adaptive Frame,[],[],[],[]
maxim xi,https://www.light.gg/db/items/3239754990,pvp,Sniper Rifle,Adaptive Frame,[],[],[],[]
occluded finality,https://www.light.gg/db/items/3434507093,pve,Sniper Rifle,Aggressive Frame,[],[],[],[]
occluded finality,https://www.light.gg/db/items/3434507093,pvp,Sniper Rifle,Aggressive Frame,[],[],[],[]
omniscient eye,https://www.light.gg/db/items/3454326177,pve,Sniper Rifle,Rapid-Fire Frame,"['Fluted Barrel', 'Smallbore', 'Arrowhead Brake']","['Appended Mag', 'Tactical Mag', 'Flared Magwell']","['Mulligan', 'Outlaw', 'No Distractions', 'Genesis']","['Dragonfly', 'Multikill Clip', 'Rampage']"
omniscient eye,https://www.light.gg/db/items/3454326177,pvp,Sniper Rifle,Rapid-Fire Frame,"['Fluted Barrel', 'Smallbore', 'Hammer-Forged Rifling']","['Accurized Rounds', 'Steady Rounds']","['Mulligan', 'Outlaw', 'No Distractions']",['Snapshot Sights']
persuader,https://www.light.gg/db/items/2290863050,pve,Sniper Rifle,Rapid-Fire Frame,[],[],[],[]
persuader,https://www.light.gg/db/items/2290863050,pvp,Sniper Rifle,Rapid-Fire Frame,[],[],[],[]
persuader,https://www.light.gg/db/items/4083045006,pve,Sniper Rifle,Rapid-Fire Frame,['50VAL Telescopic'],"['Tactical Mag', 'Flared Magwell', 'Appended Mag', 'Extended Mag']","['Rapid Hit', 'Field Prep']","['Outlaw', 'Triple Tap']"
